Machine ID,Duration (sec),ReasonCode,Lot ID,Product Code,Machine Group
M-102,31,Sensor Fault,LOT-0005,PRD-C,GroupA
M-201,713,Changeover,LOT-0008,PRD-B,GroupB
M-302,45,Sensor Fault,LOT-0038,PRD-E,GroupC
M-202,504,Operator Break,LOT-0023,PRD-D,GroupB
M-302,583,Unplanned Stop,LOT-0018,PRD-B,GroupC
M-303,84,Jam,LOT-0032,PRD-D,GroupC
M-201,27,Sensor Fault,LOT-0002,PRD-A,GroupB
M-101,570,Material Shortage,LOT-0002,PRD-B,GroupA
M-302,51,Sensor Fault,LOT-0010,PRD-C,GroupC
M-102,566,Operator Break,LOT-0032,PRD-D,GroupA
M-201,147,Jam,LOT-0032,PRD-E,GroupB
M-202,853,Changeover,LOT-0035,PRD-A,GroupB
M-101,181,Unplanned Stop,LOT-0025,PRD-D,GroupA
M-301,513,Material Shortage,LOT-0030,PRD-A,GroupC
M-101,174,Jam,LOT-0011,PRD-D,GroupA
M-302,119,Jam,LOT-0032,PRD-A,GroupC
M-303,97,Sensor Fault,LOT-0035,PRD-E,GroupC
M-303,460,Changeover,LOT-0033,PRD-A,GroupC
M-302,171,Jam,LOT-0025,PRD-E,GroupC
M-301,445,Operator Break,LOT-0021,PRD-A,GroupC
M-101,862,PM-Scheduled,LOT-0024,PRD-C,GroupA
M-101,474,Operator Break,LOT-0025,PRD-A,GroupA
M-302,665,Changeover,LOT-0027,PRD-C,GroupC
M-101,41,Sensor Fault,LOT-0016,PRD-C,GroupA
M-102,9,Power Blip,LOT-0020,PRD-A,GroupA
M-301,157,Jam,LOT-0021,PRD-A,GroupC
M-303,64,Sensor Fault,LOT-0037,PRD-E,GroupC
M-302,140,Jam,LOT-0038,PRD-A,GroupC
M-301,699,Changeover,LOT-0021,PRD-E,GroupC
M-102,162,Material Shortage,LOT-0014,PRD-C,GroupA
M-303,647,Changeover,LOT-0011,PRD-E,GroupC
M-202,746,Changeover,LOT-0013,PRD-D,GroupB
M-102,279,Material Shortage,LOT-0019,PRD-C,GroupA
M-101,298,Jam,LOT-0026,PRD-B,GroupA
M-102,84,Sensor Fault,LOT-0007,PRD-E,GroupA
M-301,165,Jam,LOT-0034,PRD-D,GroupC
M-302,39,Jam,LOT-0020,PRD-E,GroupC
M-202,852,Changeover,LOT-0021,PRD-B,GroupB
M-302,827,Changeover,LOT-0030,PRD-E,GroupC
M-103,220,Quality Check,LOT-0034,PRD-B,GroupA
M-303,139,Jam,LOT-0018,PRD-E,GroupC
M-302,51,Power Blip,LOT-0004,PRD-E,GroupC
M-201,451,Changeover,LOT-0016,PRD-B,GroupB
M-202,480,Material Shortage,LOT-0021,PRD-A,GroupB
M-201,333,Material Shortage,LOT-0019,PRD-B,GroupB
M-202,40,Sensor Fault,LOT-0026,PRD-B,GroupB
M-102,27,Jam,LOT-0016,PRD-C,GroupA
M-303,746,Changeover,LOT-0028,PRD-A,GroupC
M-201,54,Jam,LOT-0002,PRD-C,GroupB
M-202,32,Sensor Fault,LOT-0003,PRD-D,GroupB
M-101,73,Jam,LOT-0021,PRD-E,GroupA
M-202,476,Material Shortage,LOT-0024,PRD-A,GroupB
M-302,215,Adjustment,LOT-0009,PRD-B,GroupC
M-102,1624,PM-Scheduled,LOT-0008,PRD-E,GroupA
M-202,392,Changeover,LOT-0016,PRD-E,GroupB
M-102,460,Operator Break,LOT-0022,PRD-E,GroupA
M-302,301,Material Shortage,LOT-0028,PRD-B,GroupC
M-103,74,Jam,LOT-0018,PRD-D,GroupA
M-302,170,Jam,LOT-0004,PRD-D,GroupC
M-301,24,Sensor Fault,LOT-0021,PRD-E,GroupC
M-302,552,Changeover,LOT-0018,PRD-B,GroupC
M-301,676,Changeover,LOT-0020,PRD-A,GroupC
M-101,115,Material Shortage,LOT-0016,PRD-C,GroupA
M-302,671,Changeover,LOT-0008,PRD-E,GroupC
M-201,457,Material Shortage,LOT-0001,PRD-D,GroupB
M-202,541,Changeover,LOT-0020,PRD-B,GroupB
M-103,45,Power Blip,LOT-0021,PRD-D,GroupA
M-101,72,Jam,LOT-0032,PRD-D,GroupA
M-302,26,Power Blip,LOT-0028,PRD-A,GroupC
M-103,74,Sensor Fault,LOT-0005,PRD-C,GroupA
M-302,114,Sensor Fault,LOT-0036,PRD-C,GroupC
M-303,107,Sensor Fault,LOT-0004,PRD-B,GroupC
M-303,199,Material Shortage,LOT-0001,PRD-D,GroupC
M-201,50,Sensor Fault,LOT-0037,PRD-A,GroupB
M-102,152,Jam,LOT-0009,PRD-E,GroupA
M-302,387,Material Shortage,LOT-0029,PRD-D,GroupC
M-103,171,Jam,LOT-0021,PRD-C,GroupA
M-201,114,Jam,LOT-0012,PRD-D,GroupB
M-302,176,Adjustment,LOT-0015,PRD-A,GroupC
M-101,46,Power Blip,LOT-0040,PRD-B,GroupA
M-102,263,Unplanned Stop,LOT-0017,PRD-B,GroupA
M-101,739,Changeover,LOT-0039,PRD-C,GroupA
M-103,114,Jam,LOT-0011,PRD-E,GroupA
M-102,154,Jam,LOT-0028,PRD-D,GroupA
M-303,72,Jam,LOT-0013,PRD-C,GroupC
M-202,58,Sensor Fault,LOT-0009,PRD-D,GroupB
M-201,115,Sensor Fault,LOT-0019,PRD-B,GroupB
M-302,57,Jam,LOT-0002,PRD-C,GroupC
M-202,135,Jam,LOT-0016,PRD-C,GroupB
M-303,140,Jam,LOT-0009,PRD-C,GroupC
M-302,101,Sensor Fault,LOT-0025,PRD-D,GroupC
M-202,162,Jam,LOT-0004,PRD-A,GroupB
M-301,35,Power Blip,LOT-0023,PRD-E,GroupC
M-101,268,Jam,LOT-0040,PRD-D,GroupA
M-202,747,Unplanned Stop,LOT-0024,PRD-B,GroupB
M-101,1133,PM-Scheduled,LOT-0011,PRD-E,GroupA
M-303,34,Power Blip,LOT-0009,PRD-A,GroupC
M-301,65,Sensor Fault,LOT-0010,PRD-C,GroupC
M-102,430,Changeover,LOT-0032,PRD-C,GroupA
